1,0
2,2
3,0
5,1
6,2
7,2
8,2
12,2
14,1
20,2
21,2
26,1
28,1
30,1
32,0
33,1
34,1
37,1
40,1
42,1
44,1
46,0
47,0
48,0
52,2
55,2
56,2
58,2
60,2
61,2
63,1
64,2
67,0
69,2
70,2
71,2
73,1
76,1
78,1
80,0
81,0
85,2
86,0
87,2
88,0
90,0
91,2
93,1
94,2
95,2
97,2
100,2
101,1
102,2
103,0
104,2
109,0
111,0
112,0
114,1
115,1
117,1
119,1
120,1
122,1
123,1
131,1
132,1
134,1
137,1
138,1
140,1
141,1
143,1
144,0
146,0
148,0
149,2
150,2
155,0
156,2
157,2
158,1
160,2
162,2
164,1
166,2
169,2
170,2
172,2
174,0
176,2
179,2
182,2
185,2
189,2
190,2
191,2
192,2
193,2
194,1
196,2
199,0
205,1
206,0
211,0
212,0
213,1
214,2
215,1
217,1
218,1
220,0
221,2
222,2
224,2
226,2
230,1
235,1
237,2
239,2
241,0
242,2
243,2
248,0
250,1
251,2
253,0
255,0
256,2
260,1
261,2
262,0
263,0
265,1
268,1
272,2
273,1
275,1
277,1
279,1
280,1
281,1
282,0
286,0
287,2
288,2
289,1
292,2
293,2
294,2
295,2
296,2
298,2
299,0
301,2
303,2
304,2
305,2
306,2
307,2
308,1
312,1
313,2
315,2
316,1
317,2
320,2
324,1
325,2
328,0
329,1
331,2
335,1
341,0
344,0
347,1
348,1
353,2
354,1
355,0
357,1
360,1
362,1
363,1
364,2
367,2
370,2
373,2
375,2
379,2
380,2
381,1
386,1
388,2
392,1
393,1
398,1
400,2
401,1
402,2
405,1
408,1
409,1
411,1
413,1
418,1
421,0
426,1
429,1
437,2
438,0
439,0
441,0
442,0
444,1
445,1
446,2
449,2
450,2
451,1
453,0
454,2
455,1
456,0
457,1
460,2
461,1
462,2
463,1
465,1
467,2
471,1
472,1
473,2
474,2
477,2
478,2
479,1
483,1
484,2
485,1
486,0
492,1
494,1
497,0
499,2
500,1
502,2
507,1
509,0
510,2
511,0
512,0
517,1
518,1
519,1
521,0
522,0
523,0
524,2
525,0
530,2
531,2
532,2
535,1
536,1
537,1
538,1
539,1
544,0
547,1
548,2
550,1
555,2
556,2
558,1
560,2
563,1
565,0
571,0
572,2
578,1
579,1
581,0
582,1
583,1
584,0
585,0
586,0
587,0
588,0
589,0
590,1
593,2
597,1
598,1
600,2
601,2
602,2
603,1
604,0
605,2
606,2
608,2
614,1
617,2
618,0
620,1
621,2
622,0
624,0
628,1
629,0
630,1
635,2
637,0
642,0
643,0
645,2
649,1
650,0
653,2
655,0
656,2
658,2
660,0
661,1
662,2
664,2
665,2
675,1
676,0
677,2
678,2
679,2
680,2
682,1
683,0
684,2
685,2
686,2
690,0
694,0
695,0
696,1
697,1
699,0
700,0
702,0
703,2
706,1
708,1
709,1
711,0
712,1
713,1
714,1
721,2
722,1
724,1
725,1
727,2
728,1
730,2
733,1
736,1
737,1
738,1
740,1
743,1
746,2
747,1
748,0
750,0
753,1
754,2
758,2
759,0
761,0
763,1
767,1
768,1
770,0
775,0
776,1
778,2
779,1
780,1
781,1
783,2
784,2
785,2
787,0
788,2
789,2
790,1
793,2
795,1
796,1
797,1
798,1
800,1
801,1
802,0
805,0
807,0
809,1
810,1
811,1
812,0
813,0
815,1
819,1
820,0
825,2
826,2
827,0
831,0
832,2
835,2
836,0
837,2
838,1
839,2
844,2
846,1
847,2
848,2
852,0
853,2
855,0
857,2
858,1
859,2
860,2
861,2
862,2
863,1
865,1
873,0
876,2
879,1
881,2
882,1
883,1
887,0
888,1
890,1
896,2
897,1
898,0
899,0
901,2
902,1
904,2
909,1
910,1
913,2
915,2
916,0
918,0
919,1
923,1
924,1
926,1
927,1
928,1
929,2
930,0
932,2
936,2
941,1
942,2
945,0
946,1
950,1
953,1
955,1
956,1
957,2
964,0
966,2
969,0
970,0
971,1
978,1
980,1
981,1
984,1
985,1
990,1
992,2
993,0
1000,1
1001,1
1008,1
1011,2
1012,1
1014,1
1015,0
1016,1
1017,1
1019,0
1020,0
1021,1
1023,1
1024,1
1026,1
1027,1
1031,1
1032,1
1036,0
1037,0
1038,1
1040,0
1042,0
1046,0
1047,1
1049,2
1050,0
1051,2
1053,1
1054,0
1055,1
1059,2
1063,1
1064,0
1065,1
1066,1
1067,1
1069,1
1070,1
1071,1
1072,1
1074,1
1077,0
1080,1
1081,1
1083,0
1087,1
1089,0
1090,0
1091,0
1093,0
1094,1
1096,0
1098,1
1099,0
1100,1
1101,1
1106,0
1108,0
1110,0
1111,0
1112,1
1114,2
1117,1
1118,0
1119,1
1120,1
1121,1
1123,1
1124,1
1129,1
1130,0
1131,1
1132,0
1133,0
1137,1
1138,1
1140,1
1141,2
1142,2
1143,0
1144,0
1145,0
1147,1
1148,2
1149,2
1150,1
1153,1
1154,0
1156,0
1160,1
1163,1
1164,1
1165,1
1166,1
1169,1
1172,0
1173,0
1176,0
1180,2
1182,0
1184,1
1186,2
1187,2
1188,2
1190,2
1191,1
1195,2
1196,2
1197,1
1199,0
1200,1
1201,1
1202,1
1203,1
1205,1
1208,1
1209,1
1212,0
1218,1
1219,1
1221,1
1222,1
1223,1
1225,0
1227,0
1228,0
1229,0
1230,0
1232,1
1233,1
1234,0
1236,1
1237,1
1240,1
1241,2
1246,0
1248,1
1249,1
1250,2
1251,0
1254,0
1256,1
1257,0
1259,0
1260,0
1261,0
1263,1
1265,2
1270,1
1271,1
1272,1
1274,0
1275,2
1276,2
1278,0
1280,0
1281,0
1282,1
1283,0
1286,0
1288,2
1289,1
1291,1
1295,1
1300,0
1304,1
1307,2
1308,1
1311,2
1312,2
1313,1
1315,2
1316,1
1317,1
1318,0
1320,1
1324,0
1327,2
1331,1
1333,2
1335,1
1337,1
1339,1
1340,1
1345,1
1346,1
1351,0
1352,2
1354,1
1355,1
1356,1
1357,1
1358,0
1360,2
1361,0
1362,0
1363,0
1366,0
1368,1
1369,1
1370,1
1372,0
1373,1
1374,1
1375,2
1378,0
1379,0
1380,1
1383,0
1384,0
1386,1
1387,2
1390,0
1393,0
1394,1
1395,1
1398,2
1399,1
1400,0
1401,0
1402,0
1403,2
1405,0
1406,1
1407,1
1411,1
1417,1
1418,1
1429,0
1432,0
1433,0
1434,0
1436,0
1441,0
1443,2
1446,2
1448,1
1450,1
1454,2
1455,0
1458,2
1459,2
1461,2
1462,0
1464,1
1468,2
1472,2
1474,0
1480,1
1481,1
1482,1
1485,0
1486,0
1487,1
1490,2
1491,0
1493,0
1495,1
1498,2
1499,2
1500,0
1504,0
1505,2
1506,0
1507,2
1510,2
1512,0
1513,1
1514,2
1516,0
1517,0
1518,0
1522,2
1525,2
1528,2
1529,1
1531,2
1532,2
1533,0
1534,1
1539,2
1542,0
1549,0
1550,2
1551,1
1553,1
1556,1
1557,1
1558,1
1563,1
1564,1
1569,1
1570,1
1574,1
1575,1
1576,1
1580,1
1581,1
1584,1
1587,1
1589,0
1590,0
1591,0
1593,1
1596,2
1598,1
1602,0
1609,1
1613,1
1617,2
1618,1
1620,1
1622,1
1623,1
1627,1
1630,1
1631,1
1634,1
1637,0
1638,1
1639,0
1642,0
1645,1
1647,1
1648,2
1650,2
1652,1
1655,2
1656,2
1657,1
1658,2
1659,2
1663,1
1664,2
1666,2
1667,2
1669,1
1670,1
1671,1
1672,1
1673,2
1677,2
1681,1
1682,1
1684,1
1687,2
1690,2
1691,2
1692,2
1693,2
1695,2
1697,2
1699,2
1700,2
1701,2
1702,2
1704,1
1705,1
1706,0
1707,1
1709,0
1711,1
1712,1
1713,1
1715,1
1716,1
1718,1
1719,0
1720,0
1722,0
1723,2
1724,2
1729,2
1730,2
1735,2
1739,2
1741,1
1742,1
1743,2
1745,2
1746,0
1747,1
1751,2
1752,2
1755,1
1758,1
1761,1
1764,2
1768,1
1771,0
1773,1
1775,1
1778,0
1780,0
1781,2
1783,0
1787,0
1788,0
1791,1
1792,1
1793,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1805,0
1806,1
1807,1
1808,1
1809,1
1812,1
1819,1
1821,1
1822,1
1823,1
1824,1
1825,1
1826,0
1828,1
1829,1
1830,0
1831,0
1832,1
1835,0
1837,0
1838,0
1839,0
1841,1
1843,0
1845,1
1847,1
1848,0
1851,0
1853,0
1856,1
1858,0
1859,1
1860,1
1861,1
1862,2
1864,1
1865,2
1866,1
1867,1
1869,2
1871,1
1872,1
1874,1
1875,1
1876,1
1877,1
1878,1
1882,1
1883,0
1887,1
1889,1
1897,0
1899,0
1900,0
1901,1
1902,1
1903,0
1905,1
1907,1
1909,1
1910,1
1912,1
1914,1
1915,1
1916,1
1922,0
1923,0
1924,0
1926,0
1931,1
1933,1
1934,1
1935,2
1937,2
1940,2
1941,1
1942,2
1943,1
1946,2
1949,2
1951,1
1952,2
1953,2
1957,0
1958,0
1959,0
1960,1
1962,1
1966,2
1967,1
1969,2
1972,0
1973,1
1974,1
1977,1
1978,1
1980,1
1986,1
1987,1
1993,0
1996,0
1997,0
1998,2
2001,1
2003,2
2004,1
2005,2
2006,0
2007,2
2008,2
2012,2
2013,1
2015,2
2016,1
2019,1
2022,2
2026,2
2027,0
2031,1
2033,1
2035,1
2036,1
2037,0
2038,0
2040,0
2041,0
2044,1
2045,1
2047,1
2052,1
2053,0
2054,2
2055,0
2056,0
2057,2
2058,1
2059,1
2061,0
2063,2
2065,0
2067,1
2068,1
2070,1
2075,1
2077,1
2078,0
2083,2
2084,0
2086,1
2090,0
2092,0
2093,0
2094,1
2096,2
2097,1
2099,1
2100,1
2103,0
2104,1
2108,0
2109,2
2110,2
2111,0
2114,1
2115,0
2117,1
2118,0
2119,0
2120,0
2122,0
2124,1
2126,2
2129,1
2132,0
2134,2
2136,2
2137,2
2140,1
2141,2
2142,1
2143,2
2145,2
2147,0
2148,1
2151,2
2153,0
2154,0
2158,0
2159,1
2160,1
2161,0
2162,0
2165,2
2167,2
2168,0
2169,2
2170,2
2172,2
2174,1
2176,1
2178,1
2179,1
2180,0
2186,1
2187,2
2189,1
2190,1
2193,1
2194,1
2196,0
2197,0
2202,1
2203,1
2205,0
2206,2
2208,1
2212,2
2218,0
2219,1
2222,1
2231,1
2233,1
2237,1
2242,0
2244,0
2245,1
2246,1
2248,1
2249,1
2252,1
2254,2
2255,1
2258,1
2259,1
2260,0
2264,0
2265,0
2267,2
2269,2
2271,2
2276,2
2277,2
2278,2
2279,2
2282,2
2283,2
2285,2
2286,2
2288,2
2290,2
2293,2
2296,2
2297,1
2300,2
2301,1
2304,1
2308,1
2309,1
2310,2
2311,2
2312,1
2314,2
2315,2
2317,2
2321,1
2322,1
2324,0
2329,1
2330,1
2331,1
2333,1
2334,0
2335,1
2337,1
2340,1
2341,0
2343,1
2344,1
2349,1
2350,2
2352,0
2353,0
2355,0
2356,1
2357,2
2359,2
2362,2
2364,1
2367,2
2370,1
2372,1
2377,1
2378,0
2379,1
2380,1
2381,1
2383,1
2385,1
2386,1
2387,1
2388,0
2392,2
2394,2
2395,1
2396,0
2398,0
2399,2
2400,0
2405,0
2409,1
2411,1
2412,1
2413,1
2414,2
2415,2
2416,1
2417,1
2418,1
2421,0
2425,1
2426,1
2428,1
2430,0
2431,1
2432,1
2435,0
2436,1
2437,1
2439,1
2440,1
2445,1
2448,1
2453,1
2455,0
2457,2
2458,2
2459,1
2460,1
2461,0
2462,2
2466,2
2467,2
2468,2
2470,2
2472,1
2473,1
2478,2
2482,1
2485,2
2486,1
2488,2
2490,1
2493,1
2498,2
2499,2
2501,0
2503,2
2504,2
2505,1
2506,1
2509,1
2511,2
2514,2
2515,1
2517,1
2520,2
2521,2
2522,1
2528,1
2529,1
2530,1
2532,2
2533,1
2538,0
2541,0
2542,2
2543,0
2544,2
2545,2
2549,2
2551,2
2552,2
2555,2
2556,2
2557,2
2558,1
2559,1
2560,2
2561,2
2563,1
2568,2
2573,1
2577,1
2579,2
2580,2
2581,2
2583,2
2587,1
2590,1
2592,1
2593,1
2597,1
2598,1
2601,1
2603,1
2605,1
2606,1
2607,1
2608,0
2610,1
2611,1
2612,0
2614,0
2615,2
2616,1
2619,2
2622,2
2623,2
2624,1
2625,2
2627,2
2628,2
2629,1
2636,1
2638,1
2640,1
2644,2
2645,2
2646,1
2647,2
2648,2
2650,2
2653,2
2654,2
2655,2
2656,1
2659,1
2661,1
2662,2
2663,1
2664,2
2665,1
2666,2
2667,1
2668,1
2670,1
2671,1
2672,2
2673,1
2675,1
2676,1
2678,1
2680,1
2681,1
2683,1
2684,1
2686,1
2687,0
2692,2
2694,2
2696,1
2697,2
2698,2
2700,2
2702,1
2703,1
2704,1
2705,1
2706,1
2708,1
2713,1
2714,1
2715,1
2717,1
2720,1
2724,2
2725,1
2726,2
2729,2
2730,0
2731,1
2733,2
2734,2
2736,1
2739,1
2740,2
2742,2
2745,1
2746,1
2749,2
2758,1
2759,1
2761,2
2763,1
2766,1
2768,1
2772,1
2773,1
2774,1
2776,1
2783,0
2788,2
2789,2
2790,1
2792,1
2795,2
2797,1
2799,1
2800,2
2802,2
2803,1
2804,1
2806,1
2811,1
2813,1
2814,1
2815,1
2817,1
2818,1
2820,1
2823,0
2826,2
2827,1
2828,0
2831,2
2834,2
2835,0
2836,1
2840,2
2843,1
2847,1
2849,2
2851,2
2852,1
2854,0
2855,1
2857,1
2860,1
2863,1
2871,1
2872,0
2876,1
2878,1
2880,0
2881,0
2884,0
2885,0
2886,0
2888,2
2890,2
2891,2
2892,1
2894,1
2895,2
2900,1
2902,1
2904,1
2906,0
2907,0
2908,1
2909,1
2914,1
2916,1
2918,1
2921,1
2925,1
2926,1
2927,1
2929,0
2931,1
2935,0
2936,0
2938,0
2940,1
2941,1
2942,1
2946,1
2950,1
2952,0
2953,1
2955,0
2959,1
2960,1
2961,1
2962,1
2963,1
2965,1
2970,2
2974,2
2975,2
2977,2
2978,1
2979,1
2980,1
2983,1
2984,1
2985,1
2988,2
2989,1
2990,1
2991,1
2992,2
2993,1
2994,2
2997,1
2998,2
3000,1
3002,1
3003,1
3005,1
3006,1
3007,2
3008,0
3009,1
3011,1
3012,2
3013,2
3017,1
3018,1
3019,2
3021,1
3023,1
3024,0
3028,2
3031,2
3033,2
3035,2
3037,2
3045,0
3048,0
3051,0
3052,1
3053,2
3056,2
3059,1
3060,1
3061,1
3062,1
3066,1
3067,2
3070,1
3072,1
3074,1
3076,1
3078,1
3080,1
3081,1
3082,0
